no.,stage,date,weekday,match_no,team,player,point,rank,pt,host,commentary,judge,reporter,round_no,win_no,deal_in_no,riichi_no,call_no,drawn_no,renchan_no,4call_no
920,2022R,2023/01/10,火,2,KONAMI 麻雀格闘倶楽部,滝沢和典,34600,1,54.6,松嶋桃,土田浩翔,梶本琢程,伊藤友里,12,3,0,4,2,3,1,0
921,2022R,2023/01/12,木,1,KONAMI 麻雀格闘倶楽部,伊達朱里紗,28900,1,48.9,日吉辰哉,萩原聖人,張敏賢,松本圭世,12,3,2,2,6,3,2,0
921,2022R,2023/01/12,木,1,EX風林火山,二階堂瑠美,22100,4,-37.9,日吉辰哉,萩原聖人,張敏賢,松本圭世,12,2,0,3,2,3,0,0
921,2022R,2023/01/12,木,1,セガサミーフェニックス,近藤誠一,24800,2,4.8,日吉辰哉,萩原聖人,張敏賢,松本圭世,12,2,1,4,2,3,0,0
921,2022R,2023/01/12,木,1,KADOKAWAサクラナイツ,堀慎吾,24200,3,-15.8,日吉辰哉,萩原聖人,張敏賢,松本圭世,12,2,0,3,7,3,2,0
922,2022R,2023/01/12,木,2,EX風林火山,二階堂亜樹,46400,1,66.4,日吉辰哉,萩原聖人,張敏賢,松本圭世,16,5,1,3,5,4,4,0
922,2022R,2023/01/12,木,2,KADOKAWAサクラナイツ,内川幸太郎,5000,4,-55,日吉辰哉,萩原聖人,張敏賢,松本圭世,16,1,2,5,1,4,1,0
922,2022R,2023/01/12,木,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,14400,3,-25.6,日吉辰哉,萩原聖人,張敏賢,松本圭世,16,3,2,7,2,4,0,0
922,2022R,2023/01/12,木,2,セガサミーフェニックス,茅森早香,34200,2,14.2,日吉辰哉,萩原聖人,張敏賢,松本圭世,16,3,1,3,4,4,3,0
923,2022R,2023/01/13,金,1,渋谷ABEMAS,松本吉弘,12700,4,-47.3,松嶋桃,石橋伸洋,村田光陽,松本圭世,13,1,0,2,2,1,0,0
923,2022R,2023/01/13,金,1,赤坂ドリブンズ,園田賢,24700,3,-15.3,松嶋桃,石橋伸洋,村田光陽,松本圭世,13,4,3,4,5,1,2,0
923,2022R,2023/01/13,金,1,U-NEXT Pirates,鈴木優,28000,2,8,松嶋桃,石橋伸洋,村田光陽,松本圭世,13,3,0,3,7,1,1,0
923,2022R,2023/01/13,金,1,TEAM RAIDEN / 雷電,本田朋広,34600,1,54.6,松嶋桃,石橋伸洋,村田光陽,松本圭世,13,4,1,3,4,1,2,0
924,2022R,2023/01/13,金,2,赤坂ドリブンズ,村上淳,26100,2,6.1,松嶋桃,石橋伸洋,村田光陽,松本圭世,8,2,1,3,1,0,0,0
924,2022R,2023/01/13,金,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,8000,4,-52,松嶋桃,石橋伸洋,村田光陽,松本圭世,8,0,0,1,0,0,0,0
924,2022R,2023/01/13,金,2,渋谷ABEMAS,白鳥翔,21900,3,-18.1,松嶋桃,石橋伸洋,村田光陽,松本圭世,8,2,1,1,2,0,0,0
924,2022R,2023/01/13,金,2,U-NEXT Pirates,小林剛,44000,1,64,松嶋桃,石橋伸洋,村田光陽,松本圭世,8,4,1,2,8,0,0,0
925,2022R,2023/01/16,月,1,U-NEXT Pirates,鈴木優,46600,2,26.6,日吉辰哉,藤崎智,村田光陽,伊藤友里,12,4,1,2,7,1,3,0
925,2022R,2023/01/16,月,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,13100,3,-26.9,日吉辰哉,藤崎智,村田光陽,伊藤友里,12,2,1,0,2,1,0,0
925,2022R,2023/01/16,月,1,KONAMI 麻雀格闘倶楽部,高宮まり,-7900,4,-67.9,日吉辰哉,藤崎智,村田光陽,伊藤友里,12,0,3,4,6,1,0,0
925,2022R,2023/01/16,月,1,渋谷ABEMAS,日向藍子,48200,1,68.2,日吉辰哉,藤崎智,村田光陽,伊藤友里,12,5,1,2,1,1,1,0
926,2022R,2023/01/16,月,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,64300,1,84.3,日吉辰哉,藤崎智,村田光陽,伊藤友里,13,4,4,3,2,2,5,0
926,2022R,2023/01/16,月,2,渋谷ABEMAS,松本吉弘,17200,2,-2.8,日吉辰哉,藤崎智,村田光陽,伊藤友里,13,4,1,3,6,2,0,0
926,2022R,2023/01/16,月,2,U-NEXT Pirates,仲林圭,4700,4,-55.3,日吉辰哉,藤崎智,村田光陽,伊藤友里,13,2,2,3,2,2,0,0
926,2022R,2023/01/16,月,2,TEAM RAIDEN / 雷電,黒沢咲,13800,3,-26.2,日吉辰哉,藤崎智,村田光陽,伊藤友里,13,1,1,0,3,2,0,0
927,2022R,2023/01/17,火,1,EX風林火山,松ヶ瀬隆弥,23900,2,3.9,松嶋桃,河野直也,梶本琢程,松本圭世,15,3,2,1,2,4,0,0
927,2022R,2023/01/17,火,1,赤坂ドリブンズ,鈴木たろう,10200,3,-29.8,松嶋桃,河野直也,梶本琢程,松本圭世,15,4,2,3,3,4,1,0
927,2022R,2023/01/17,火,1,KADOKAWAサクラナイツ,内川幸太郎,58500,1,78.5,松嶋桃,河野直也,梶本琢程,松本圭世,15,4,0,5,8,4,5,0
927,2022R,2023/01/17,火,1,セガサミーフェニックス,魚谷侑未,7400,4,-52.6,松嶋桃,河野直也,梶本琢程,松本圭世,15,0,2,4,5,4,1,0
928,2022R,2023/01/17,火,2,KADOKAWAサクラナイツ,渋川難波,31800,2,11.8,松嶋桃,河野直也,梶本琢程,松本圭世,11,3,2,4,4,2,1,0
928,2022R,2023/01/17,火,2,EX風林火山,勝又健志,18200,3,-21.8,松嶋桃,河野直也,梶本琢程,松本圭世,11,1,0,2,1,2,0,0
928,2022R,2023/01/17,火,2,セガサミーフェニックス,東城りお,47200,1,67.2,松嶋桃,河野直也,梶本琢程,松本圭世,11,4,2,3,2,2,2,0
928,2022R,2023/01/17,火,2,赤坂ドリブンズ,園田賢,2800,4,-57.2,松嶋桃,河野直也,梶本琢程,松本圭世,11,1,1,3,2,2,0,0
929,2022R,2023/01/19,木,1,セガサミーフェニックス,東城りお,17200,3,-22.8,日吉辰哉,朝倉康心,村田光陽,松本圭世,15,4,2,3,3,2,1,0
929,2022R,2023/01/19,木,1,KADOKAWAサクラナイツ,渋川難波,33700,2,13.7,日吉辰哉,朝倉康心,村田光陽,松本圭世,15,4,0,5,9,2,3,0
929,2022R,2023/01/19,木,1,TEAM RAIDEN / 雷電,萩原聖人,-2800,4,-62.8,日吉辰哉,朝倉康心,村田光陽,松本圭世,15,1,0,2,2,2,0,0
929,2022R,2023/01/19,木,1,EX風林火山,松ヶ瀬隆弥,51900,1,71.9,日吉辰哉,朝倉康心,村田光陽,松本圭世,15,4,1,2,5,2,3,0
930,2022R,2023/01/19,木,2,TEAM RAIDEN / 雷電,本田朋広,10500,3,-29.5,日吉辰哉,朝倉康心,村田光陽,松本圭世,11,3,2,2,4,2,0,0
930,2022R,2023/01/19,木,2,セガサミーフェニックス,茅森早香,39500,2,19.5,日吉辰哉,朝倉康心,村田光陽,松本圭世,11,2,1,5,3,2,1,0
930,2022R,2023/01/19,木,2,EX風林火山,二階堂瑠美,43300,1,63.3,日吉辰哉,朝倉康心,村田光陽,松本圭世,11,4,2,3,2,2,2,0
930,2022R,2023/01/19,木,2,KADOKAWAサクラナイツ,堀慎吾,6700,4,-53.3,日吉辰哉,朝倉康心,村田光陽,松本圭世,11,0,1,2,0,2,0,0
931,2022R,2023/01/20,金,1,赤坂ドリブンズ,鈴木たろう,23800,3,-16.2,小林未沙,土田浩翔,村田光陽,松本圭世,13,2,0,1,6,5,1,0
931,2022R,2023/01/20,金,1,U-NEXT Pirates,瑞原明奈,39100,1,59.1,小林未沙,土田浩翔,村田光陽,松本圭世,13,3,1,6,4,5,2,0
931,2022R,2023/01/20,金,1,渋谷ABEMAS,白鳥翔,5100,4,-54.9,小林未沙,土田浩翔,村田光陽,松本圭世,13,1,3,3,1,5,0,0
931,2022R,2023/01/20,金,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,32000,2,12,小林未沙,土田浩翔,村田光陽,松本圭世,13,2,0,3,1,5,2,0
932,2022R,2023/01/20,金,2,渋谷ABEMAS,多井隆晴,27200,2,7.2,小林未沙,土田浩翔,村田光陽,松本圭世,11,3,0,2,6,2,1,0
932,2022R,2023/01/20,金,2,KONAMI 麻雀格闘倶楽部,滝沢和典,22000,4,-38,小林未沙,土田浩翔,村田光陽,松本圭世,11,1,2,3,6,2,1,0
932,2022R,2023/01/20,金,2,赤坂ドリブンズ,村上淳,22400,3,-17.6,小林未沙,土田浩翔,村田光陽,松本圭世,11,1,1,2,2,2,0,0
932,2022R,2023/01/20,金,2,U-NEXT Pirates,小林剛,28400,1,48.4,小林未沙,土田浩翔,村田光陽,松本圭世,11,4,0,1,7,2,1,0
933,2022R,2023/01/23,月,1,EX風林火山,松ヶ瀬隆弥,14200,4,-45.8,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,10,1,1,1,3,2,0,0
933,2022R,2023/01/23,月,1,渋谷ABEMAS,日向藍子,28600,2,8.6,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,10,2,0,1,1,2,0,0
933,2022R,2023/01/23,月,1,KADOKAWAサクラナイツ,堀慎吾,22600,3,-17.4,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,10,3,2,4,4,2,1,0
933,2022R,2023/01/23,月,1,KONAMI 麻雀格闘倶楽部,滝沢和典,34600,1,54.6,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,10,2,0,1,5,2,1,0
934,2022R,2023/01/23,月,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,3100,4,-56.9,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,21,1,3,7,5,8,2,0
934,2022R,2023/01/23,月,2,EX風林火山,勝又健志,53400,1,73.4,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,21,6,1,4,3,8,4,0
934,2022R,2023/01/23,月,2,渋谷ABEMAS,松本吉弘,36200,2,16.2,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,21,4,2,5,5,8,3,0
934,2022R,2023/01/23,月,2,KADOKAWAサクラナイツ,内川幸太郎,7300,3,-32.7,日吉辰哉,石橋伸洋,梶本琢程,松本圭世,21,2,3,4,8,8,4,0
935,2022R,2023/01/24,火,1,赤坂ドリブンズ,丸山奏子,28100,3,-11.9,小林未沙,土田浩翔,梶本琢程,松本圭世,14,2,0,2,2,3,1,0
935,2022R,2023/01/24,火,1,TEAM RAIDEN / 雷電,本田朋広,-9900,4,-69.9,小林未沙,土田浩翔,梶本琢程,松本圭世,14,1,2,2,8,3,0,0
935,2022R,2023/01/24,火,1,セガサミーフェニックス,近藤誠一,33900,2,13.9,小林未沙,土田浩翔,梶本琢程,松本圭世,14,2,1,3,4,3,2,0
935,2022R,2023/01/24,火,1,U-NEXT Pirates,仲林圭,47900,1,67.9,小林未沙,土田浩翔,梶本琢程,松本圭世,14,6,2,7,4,3,3,0
936,2022R,2023/01/24,火,2,U-NEXT Pirates,鈴木優,37400,1,57.4,小林未沙,土田浩翔,梶本琢程,松本圭世,11,3,0,2,3,1,0,0
936,2022R,2023/01/24,火,2,赤坂ドリブンズ,園田賢,23900,3,-16.1,小林未沙,土田浩翔,梶本琢程,松本圭世,11,2,2,2,4,1,1,0
936,2022R,2023/01/24,火,2,TEAM RAIDEN / 雷電,萩原聖人,36500,2,16.5,小林未沙,土田浩翔,梶本琢程,松本圭世,11,4,1,1,3,1,1,0
936,2022R,2023/01/24,火,2,セガサミーフェニックス,茅森早香,2200,4,-57.8,小林未沙,土田浩翔,梶本琢程,松本圭世,11,1,2,2,3,1,1,0
937,2022R,2023/01/26,木,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,26800,1,46.8,日吉辰哉,河野直也,張敏賢,松本圭世,8,1,2,2,0,4,0,0
937,2022R,2023/01/26,木,1,セガサミーフェニックス,魚谷侑未,22900,4,-37.1,日吉辰哉,河野直也,張敏賢,松本圭世,8,0,0,0,2,4,0,0
937,2022R,2023/01/26,木,1,KONAMI 麻雀格闘倶楽部,高宮まり,24200,3,-15.8,日吉辰哉,河野直也,張敏賢,松本圭世,8,1,0,2,6,4,0,0
937,2022R,2023/01/26,木,1,EX風林火山,勝又健志,26100,2,6.1,日吉辰哉,河野直也,張敏賢,松本圭世,8,2,1,3,3,4,0,0
938,2022R,2023/01/26,木,2,セガサミーフェニックス,茅森早香,18200,3,-21.8,日吉辰哉,河野直也,張敏賢,松本圭世,19,3,1,3,3,6,0,0
938,2022R,2023/01/26,木,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,3400,4,-56.6,日吉辰哉,河野直也,張敏賢,松本圭世,19,1,2,4,8,6,2,0
938,2022R,2023/01/26,木,2,EX風林火山,二階堂亜樹,28500,2,8.5,日吉辰哉,河野直也,張敏賢,松本圭世,19,4,1,3,3,6,5,0
938,2022R,2023/01/26,木,2,TEAM RAIDEN / 雷電,黒沢咲,49900,1,69.9,日吉辰哉,河野直也,張敏賢,松本圭世,19,5,2,8,0,6,4,0
939,2022R,2023/01/27,金,1,渋谷ABEMAS,白鳥翔,9200,4,-50.8,小林未沙,朝倉康心,村田光陽,松本圭世,17,0,1,4,2,6,0,0
939,2022R,2023/01/27,金,1,KADOKAWAサクラナイツ,岡田紗佳,26900,3,-13.1,小林未沙,朝倉康心,村田光陽,松本圭世,17,3,2,3,3,6,3,0
939,2022R,2023/01/27,金,1,U-NEXT Pirates,瑞原明奈,36300,1,56.3,小林未沙,朝倉康心,村田光陽,松本圭世,17,4,1,5,6,6,4,0
939,2022R,2023/01/27,金,1,赤坂ドリブンズ,村上淳,27600,2,7.6,小林未沙,朝倉康心,村田光陽,松本圭世,17,4,3,6,1,6,2,0
940,2022R,2023/01/27,金,2,KADOKAWAサクラナイツ,堀慎吾,44000,1,64,小林未沙,朝倉康心,村田光陽,松本圭世,15,5,1,3,8,1,4,0
940,2022R,2023/01/27,金,2,U-NEXT Pirates,小林剛,16900,4,-43.1,小林未沙,朝倉康心,村田光陽,松本圭世,15,3,0,4,5,1,1,0
940,2022R,2023/01/27,金,2,赤坂ドリブンズ,鈴木たろう,19100,3,-20.9,小林未沙,朝倉康心,村田光陽,松本圭世,15,3,3,6,1,1,1,0
940,2022R,2023/01/27,金,2,渋谷ABEMAS,多井隆晴,20000,2,0,小林未沙,朝倉康心,村田光陽,松本圭世,15,3,1,5,2,1,1,0
941,2022R,2023/01/30,月,1,KONAMI 麻雀格闘倶楽部,滝沢和典,12500,4,-47.5,日吉辰哉,土田浩翔,梶本琢程,松本圭世,13,2,2,3,5,2,1,0
941,2022R,2023/01/30,月,1,赤坂ドリブンズ,園田賢,40100,1,60.1,日吉辰哉,土田浩翔,梶本琢程,松本圭世,13,4,3,3,5,2,4,0
941,2022R,2023/01/30,月,1,U-NEXT Pirates,小林剛,14000,3,-26,日吉辰哉,土田浩翔,梶本琢程,松本圭世,13,2,2,3,10,2,0,0
941,2022R,2023/01/30,月,1,セガサミーフェニックス,魚谷侑未,33400,2,13.4,日吉辰哉,土田浩翔,梶本琢程,松本圭世,13,3,1,1,4,2,0,0
942,2022R,2023/01/30,月,2,U-NEXT Pirates,鈴木優,16900,3,-23.1,日吉辰哉,土田浩翔,梶本琢程,松本圭世,12,2,2,1,4,3,2,0
942,2022R,2023/01/30,月,2,セガサミーフェニックス,東城りお,35800,2,15.8,日吉辰哉,土田浩翔,梶本琢程,松本圭世,12,3,1,3,1,3,0,0
942,2022R,2023/01/30,月,2,赤坂ドリブンズ,村上淳,5800,4,-54.2,日吉辰哉,土田浩翔,梶本琢程,松本圭世,12,0,2,3,3,3,0,0
942,2022R,2023/01/30,月,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,41500,1,61.5,日吉辰哉,土田浩翔,梶本琢程,松本圭世,12,4,1,3,4,3,2,0
943,2022R,2023/01/31,火,1,TEAM RAIDEN / 雷電,本田朋広,31500,1,51.5,松嶋桃,藤崎智,梶本琢程,松本圭世,8,2,1,1,2,2,0,0
943,2022R,2023/01/31,火,1,KADOKAWAサクラナイツ,堀慎吾,30400,2,10.4,松嶋桃,藤崎智,梶本琢程,松本圭世,8,1,0,2,1,2,0,0
943,2022R,2023/01/31,火,1,渋谷ABEMAS,日向藍子,10400,4,-49.6,松嶋桃,藤崎智,梶本琢程,松本圭世,8,0,2,2,0,2,0,0
943,2022R,2023/01/31,火,1,EX風林火山,松ヶ瀬隆弥,27700,3,-12.3,松嶋桃,藤崎智,梶本琢程,松本圭世,8,3,0,1,0,2,0,0
944,2022R,2023/01/31,火,2,渋谷ABEMAS,白鳥翔,47200,1,67.2,松嶋桃,藤崎智,梶本琢程,松本圭世,17,3,1,2,6,5,4,0
944,2022R,2023/01/31,火,2,EX風林火山,二階堂亜樹,30600,2,10.6,松嶋桃,藤崎智,梶本琢程,松本圭世,17,6,1,5,7,5,4,0
944,2022R,2023/01/31,火,2,TEAM RAIDEN / 雷電,黒沢咲,3500,4,-56.5,松嶋桃,藤崎智,梶本琢程,松本圭世,17,2,3,5,1,5,1,0
944,2022R,2023/01/31,火,2,KADOKAWAサクラナイツ,渋川難波,18700,3,-21.3,松嶋桃,藤崎智,梶本琢程,松本圭世,17,1,1,6,5,5,0,0
945,2022R,2023/02/02,木,1,EX風林火山,二階堂亜樹,15200,4,-44.8,日吉辰哉,竹内元太,張敏賢,松本圭世,12,1,1,2,4,5,1,0
945,2022R,2023/02/02,木,1,U-NEXT Pirates,瑞原明奈,19600,3,-20.4,日吉辰哉,竹内元太,張敏賢,松本圭世,12,1,0,2,3,5,0,0
945,2022R,2023/02/02,木,1,セガサミーフェニックス,近藤誠一,44800,1,64.8,日吉辰哉,竹内元太,張敏賢,松本圭世,12,4,0,3,4,5,1,0
945,2022R,2023/02/02,木,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,20400,2,0.4,日吉辰哉,竹内元太,張敏賢,松本圭世,12,1,2,2,10,5,2,0
946,2022R,2023/02/02,木,2,セガサミーフェニックス,近藤誠一,-17700,4,-77.7,日吉辰哉,竹内元太,張敏賢,松本圭世,16,2,3,2,7,4,1,0
946,2022R,2023/02/02,木,2,TEAM RAIDEN / 雷電,萩原聖人,28500,2,8.5,日吉辰哉,竹内元太,張敏賢,松本圭世,16,2,1,4,3,4,1,0
946,2022R,2023/02/02,木,2,EX風林火山,二階堂瑠美,73800,1,93.8,日吉辰哉,竹内元太,張敏賢,松本圭世,16,6,3,6,5,4,6,0
946,2022R,2023/02/02,木,2,U-NEXT Pirates,仲林圭,15400,3,-24.6,日吉辰哉,竹内元太,張敏賢,松本圭世,16,2,2,3,8,4,0,0
947,2022R,2023/02/03,金,1,KADOKAWAサクラナイツ,内川幸太郎,29000,2,9,小林未沙,石橋伸洋,村田光陽,松本圭世,9,2,0,1,4,1,1,0
947,2022R,2023/02/03,金,1,渋谷ABEMAS,松本吉弘,31100,1,51.1,小林未沙,石橋伸洋,村田光陽,松本圭世,9,2,1,4,6,1,0,0
947,2022R,2023/02/03,金,1,KONAMI 麻雀格闘倶楽部,滝沢和典,21700,3,-18.3,小林未沙,石橋伸洋,村田光陽,松本圭世,9,2,2,2,5,1,1,0
947,2022R,2023/02/03,金,1,赤坂ドリブンズ,鈴木たろう,18200,4,-41.8,小林未沙,石橋伸洋,村田光陽,松本圭世,9,2,0,2,2,1,0,0
948,2022R,2023/02/03,金,2,赤坂ドリブンズ,園田賢,37500,1,57.5,小林未沙,石橋伸洋,村田光陽,松本圭世,10,4,2,2,5,1,0,0
948,2022R,2023/02/03,金,2,KONAMI 麻雀格闘倶楽部,高宮まり,33800,2,13.8,小林未沙,石橋伸洋,村田光陽,松本圭世,10,2,0,3,2,1,0,0
948,2022R,2023/02/03,金,2,KADOKAWAサクラナイツ,堀慎吾,3600,4,-56.4,小林未沙,石橋伸洋,村田光陽,松本圭世,10,1,3,2,5,1,0,0
948,2022R,2023/02/03,金,2,渋谷ABEMAS,多井隆晴,25100,3,-14.9,小林未沙,石橋伸洋,村田光陽,松本圭世,10,2,1,2,3,1,2,0
949,2022R,2023/02/06,月,1,KADOKAWAサクラナイツ,岡田紗佳,13500,4,-46.5,日吉辰哉,土田浩翔,村田光陽,松本圭世,12,1,1,3,5,4,1,0
949,2022R,2023/02/06,月,1,赤坂ドリブンズ,村上淳,27900,2,7.9,日吉辰哉,土田浩翔,村田光陽,松本圭世,12,2,0,3,2,4,1,0
949,2022R,2023/02/06,月,1,セガサミーフェニックス,東城りお,44700,1,64.7,日吉辰哉,土田浩翔,村田光陽,松本圭世,12,3,2,4,4,4,2,0
949,2022R,2023/02/06,月,1,U-NEXT Pirates,仲林圭,13900,3,-26.1,日吉辰哉,土田浩翔,村田光陽,松本圭世,12,2,0,2,7,4,0,0
950,2022R,2023/02/06,月,2,セガサミーフェニックス,魚谷侑未,37000,2,17,日吉辰哉,土田浩翔,村田光陽,松本圭世,9,2,0,2,1,0,0,0
950,2022R,2023/02/06,月,2,U-NEXT Pirates,鈴木優,15200,3,-24.8,日吉辰哉,土田浩翔,村田光陽,松本圭世,9,1,2,2,2,0,0,0
950,2022R,2023/02/06,月,2,KADOKAWAサクラナイツ,内川幸太郎,10100,4,-49.9,日吉辰哉,土田浩翔,村田光陽,松本圭世,9,1,3,2,1,0,0,0
950,2022R,2023/02/06,月,2,赤坂ドリブンズ,園田賢,37700,1,57.7,日吉辰哉,土田浩翔,村田光陽,松本圭世,9,5,0,4,1,0,1,0
951,2022R,2023/02/07,火,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,27500,2,7.5,松嶋桃,朝倉康心,梶本琢程,松本圭世,8,2,0,3,3,0,0,0
951,2022R,2023/02/07,火,1,EX風林火山,松ヶ瀬隆弥,41700,1,61.7,松嶋桃,朝倉康心,梶本琢程,松本圭世,8,3,0,1,1,0,0,0
951,2022R,2023/02/07,火,1,渋谷ABEMAS,日向藍子,17500,3,-22.5,松嶋桃,朝倉康心,梶本琢程,松本圭世,8,0,1,1,0,0,0,0
951,2022R,2023/02/07,火,1,TEAM RAIDEN / 雷電,本田朋広,13300,4,-46.7,松嶋桃,朝倉康心,梶本琢程,松本圭世,8,3,3,2,2,0,0,0
952,2022R,2023/02/07,火,2,EX風林火山,勝又健志,28400,2,8.4,松嶋桃,朝倉康心,梶本琢程,松本圭世,12,4,3,2,3,2,2,0
952,2022R,2023/02/07,火,2,TEAM RAIDEN / 雷電,萩原聖人,13300,4,-46.7,松嶋桃,朝倉康心,梶本琢程,松本圭世,12,2,1,0,3,2,0,0
952,2022R,2023/02/07,火,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,36000,1,56,松嶋桃,朝倉康心,梶本琢程,松本圭世,12,3,1,2,4,2,1,0
952,2022R,2023/02/07,火,2,渋谷ABEMAS,白鳥翔,22300,3,-17.7,松嶋桃,朝倉康心,梶本琢程,松本圭世,12,1,0,2,6,2,1,0
953,2022R,2023/02/09,木,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,32400,2,12.4,日吉辰哉,藤崎智,梶本琢程,松本圭世,13,3,1,3,1,3,1,0
953,2022R,2023/02/09,木,1,KONAMI 麻雀格闘倶楽部,滝沢和典,11200,4,-48.8,日吉辰哉,藤崎智,梶本琢程,松本圭世,13,1,0,5,1,3,0,0
953,2022R,2023/02/09,木,1,U-NEXT Pirates,瑞原明奈,18900,3,-21.1,日吉辰哉,藤崎智,梶本琢程,松本圭世,13,2,0,2,7,3,1,0
953,2022R,2023/02/09,木,1,KADOKAWAサクラナイツ,渋川難波,37500,1,57.5,日吉辰哉,藤崎智,梶本琢程,松本圭世,13,4,2,2,8,3,3,0
954,2022R,2023/02/09,木,2,U-NEXT Pirates,小林剛,55700,2,35.7,日吉辰哉,藤崎智,梶本琢程,松本圭世,11,5,1,3,9,0,2,0
954,2022R,2023/02/09,木,2,KADOKAWAサクラナイツ,堀慎吾,-1900,3,-41.9,日吉辰哉,藤崎智,梶本琢程,松本圭世,11,0,1,1,2,0,0,0
954,2022R,2023/02/09,木,2,TEAM RAIDEN / 雷電,黒沢咲,-11100,4,-71.1,日吉辰哉,藤崎智,梶本琢程,松本圭世,11,1,3,3,3,0,0,0
954,2022R,2023/02/09,木,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,57300,1,77.3,日吉辰哉,藤崎智,梶本琢程,松本圭世,11,5,0,1,6,0,1,0
955,2022R,2023/02/10,金,1,赤坂ドリブンズ,丸山奏子,48600,1,68.6,小林未沙,忍田幸夫,張敏賢,松本圭世,13,4,2,4,3,1,2,0
955,2022R,2023/02/10,金,1,渋谷ABEMAS,松本吉弘,37200,2,17.2,小林未沙,忍田幸夫,張敏賢,松本圭世,13,5,0,1,5,1,1,0
955,2022R,2023/02/10,金,1,EX風林火山,松ヶ瀬隆弥,-300,4,-60.3,小林未沙,忍田幸夫,張敏賢,松本圭世,13,0,2,2,0,1,0,0
955,2022R,2023/02/10,金,1,セガサミーフェニックス,茅森早香,14500,3,-25.5,小林未沙,忍田幸夫,張敏賢,松本圭世,13,3,2,2,7,1,2,0
956,2022R,2023/02/10,金,2,渋谷ABEMAS,多井隆晴,-9700,4,-69.7,小林未沙,忍田幸夫,張敏賢,松本圭世,15,1,3,1,9,2,0,0
956,2022R,2023/02/10,金,2,セガサミーフェニックス,東城りお,69500,1,89.5,小林未沙,忍田幸夫,張敏賢,松本圭世,15,6,0,5,5,2,3,0
956,2022R,2023/02/10,金,2,赤坂ドリブンズ,鈴木たろう,6100,3,-33.9,小林未沙,忍田幸夫,張敏賢,松本圭世,15,2,2,0,6,2,1,0
956,2022R,2023/02/10,金,2,EX風林火山,二階堂瑠美,34100,2,14.1,小林未沙,忍田幸夫,張敏賢,松本圭世,15,4,0,4,1,2,3,0
957,2022R,2023/02/13,月,1,渋谷ABEMAS,日向藍子,24800,3,-15.2,日吉辰哉,河野直也,梶本琢程,松本圭世,10,2,0,0,2,3,0,0
957,2022R,2023/02/13,月,1,TEAM RAIDEN / 雷電,萩原聖人,8200,4,-51.8,日吉辰哉,河野直也,梶本琢程,松本圭世,10,1,2,1,2,3,1,0
957,2022R,2023/02/13,月,1,KADOKAWAサクラナイツ,内川幸太郎,33900,1,53.9,日吉辰哉,河野直也,梶本琢程,松本圭世,10,2,0,3,7,3,1,0
957,2022R,2023/02/13,月,1,KONAMI 麻雀格闘倶楽部,伊達朱里紗,33100,2,13.1,日吉辰哉,河野直也,梶本琢程,松本圭世,10,2,1,3,0,3,0,0
958,2022R,2023/02/13,月,2,KONAMI 麻雀格闘倶楽部,高宮まり,25300,2,5.3,日吉辰哉,河野直也,梶本琢程,松本圭世,11,3,3,4,3,1,1,0
958,2022R,2023/02/13,月,2,KADOKAWAサクラナイツ,堀慎吾,38600,1,58.6,日吉辰哉,河野直也,梶本琢程,松本圭世,11,2,1,2,1,1,1,0
958,2022R,2023/02/13,月,2,渋谷ABEMAS,多井隆晴,15700,4,-44.3,日吉辰哉,河野直也,梶本琢程,松本圭世,11,2,0,1,4,1,1,0
958,2022R,2023/02/13,月,2,TEAM RAIDEN / 雷電,黒沢咲,20400,3,-19.6,日吉辰哉,河野直也,梶本琢程,松本圭世,11,3,1,2,2,1,0,0
959,2022R,2023/02/14,火,1,EX風林火山,二階堂瑠美,33500,2,13.5,松嶋桃,石橋伸洋,梶本琢程,松本圭世,12,4,1,5,2,2,1,0
959,2022R,2023/02/14,火,1,U-NEXT Pirates,仲林圭,800,4,-59.2,松嶋桃,石橋伸洋,梶本琢程,松本圭世,12,0,3,1,9,2,0,0
959,2022R,2023/02/14,火,1,赤坂ドリブンズ,園田賢,24600,3,-15.4,松嶋桃,石橋伸洋,梶本琢程,松本圭世,12,2,1,4,6,2,2,0
